"feature_name","gene_symbol","feature_type"
"APOF_mut.mis","APOF","mutation"
"TSPAN8_mut.mis","TSPAN8","mutation"
"PXN_mut.mis","PXN","mutation"
"HCAR1_mut.mis","HCAR1","mutation"
"RILPL2_mut.mis","RILPL2","mutation"
"HAUS4_mut.mis","HAUS4","mutation"
"JPH4_mut.mis","JPH4","mutation"
"AREL1_mut.mis","AREL1","mutation"
"ZFYVE21_mut.mis","ZFYVE21","mutation"
"SPG11_mut.mis","SPG11","mutation"
"C16orf71_mut.mis","C16ORF71","mutation"
"CTNS_mut.mis","CTNS","mutation"
"CRHR1_mut.mis","CRHR1","mutation"
"KLHL14_mut.mis","KLHL14","mutation"
"SNRPA_mut.mis","SNRPA","mutation"
"TOMM40_mut.mis","TOMM40","mutation"
"FAM71E1_mut.mis","FAM71E1","mutation"
"NCR1_mut.mis","NCR1","mutation"
"OR11H1_mut.mis","OR11H1","mutation"
"TTLL12_mut.mis","TTLL12","mutation"
"ZXDB_mut.mis","ZXDB","mutation"
"SLC2A7_mut.mis","SLC2A7","mutation"
"SRM_mut.mis","SRM","mutation"
"PADI4_mut.mis","PADI4","mutation"
"E2F2_mut.mis","E2F2","mutation"
"PTAFR_mut.mis","PTAFR","mutation"
"ADC_mut.mis","ADC","mutation"
"ACADM_mut.mis","ACADM","mutation"
"NEXN_mut.mis","NEXN","mutation"
"SIKE1_mut.mis","SIKE1","mutation"
"MAN1A2_mut.mis","MAN1A2","mutation"
"ACP6_mut.mis","ACP6","mutation"
"GJA5_mut.mis","GJA5","mutation"
"CERS2_mut.mis","CERS2","mutation"
"THEM5_mut.mis","THEM5","mutation"
"LCE2A_mut.mis","LCE2A","mutation"
"NUP210L_mut.mis","NUP210L","mutation"
"CLK2_mut.mis","CLK2","mutation"
"PEAR1_mut.mis","PEAR1","mutation"
"LY9_mut.mis","LY9","mutation"
"MR1_mut.mis","MR1","mutation"
"HLX_mut.mis","HLX","mutation"
"GNG4_mut.mis","GNG4","mutation"
"OR14K1_mut.mis","OR14K1","mutation"
"VSNL1_mut.mis","VSNL1","mutation"
"UBXN2A_mut.mis","UBXN2A","mutation"
"HADHA_mut.mis","HADHA","mutation"
"EPT1_mut.mis","EPT1","mutation"
"SNX17_mut.mis","SNX17","mutation"
"TTC7A_mut.mis","TTC7A","mutation"
"PUS10_mut.mis","PUS10","mutation"
"TLX2_mut.mis","TLX2","mutation"
"CAPG_mut.mis","CAPG","mutation"
"EIF2AK3_mut.mis","EIF2AK3","mutation"
"TMEM131_mut.mis","TMEM131","mutation"
"MCM6_mut.mis","MCM6","mutation"
"LY75_mut.mis","LY75","mutation"
"GORASP2_mut.mis","GORASP2","mutation"
"NUP35_mut.mis","NUP35","mutation"
"PGAP1_mut.mis","PGAP1","mutation"
"ALS2CR11_mut.mis","ALS2CR11","mutation"
"ZDBF2_mut.mis","ZDBF2","mutation"
"SEPT2_mut.mis","SEPT2","mutation"
"CLEC3B_mut.mis","CLEC3B","mutation"
"ATXN7_mut.mis","ATXN7","mutation"
"SUCLG2_mut.mis","SUCLG2","mutation"
"FILIP1L_mut.mis","FILIP1L","mutation"
"RPL24_mut.mis","RPL24","mutation"
"GTPBP8_mut.mis","GTPBP8","mutation"
"EEFSEC_mut.mis","EEFSEC","mutation"
"TMCC1_mut.mis","TMCC1","mutation"
"KCNAB1_mut.mis","KCNAB1","mutation"
"NLGN1_mut.mis","NLGN1","mutation"
"DCUN1D1_mut.mis","DCUN1D1","mutation"
"ECE2_mut.mis","ECE2","mutation"
"LIPH_mut.mis","LIPH","mutation"
"AHSG_mut.mis","AHSG","mutation"
"LPP_mut.mis","LPP","mutation"
"PROM1_mut.mis","PROM1","mutation"
"STIM2_mut.mis","STIM2","mutation"
"UGT2B4_mut.mis","UGT2B4","mutation"
"ELOVL6_mut.mis","ELOVL6","mutation"
"FABP2_mut.mis","FABP2","mutation"
"ACSL1_mut.mis","ACSL1","mutation"
"CCL28_mut.mis","CCL28","mutation"
"DDX4_mut.mis","DDX4","mutation"
"PLK2_mut.mis","PLK2","mutation"
"MCCC2_mut.mis","MCCC2","mutation"
"SERINC5_mut.mis","SERINC5","mutation"
"ZFYVE16_mut.mis","ZFYVE16","mutation"
"LNPEP_mut.mis","LNPEP","mutation"
"PCDHB15_mut.mis","PCDHB15","mutation"
"ARAP3_mut.mis","ARAP3","mutation"
"NDST1_mut.mis","NDST1","mutation"
"SYNPO_mut.mis","SYNPO","mutation"
"CREBRF_mut.mis","CREBRF","mutation"
"DBN1_mut.mis","DBN1","mutation"
"ZSCAN16_mut.mis","ZSCAN16","mutation"
"POU5F1_mut.mis","POU5F1","mutation"
"APOM_mut.mis","APOM","mutation"
"PPT2_mut.mis","PPT2","mutation"
"TMEM217_mut.mis","TMEM217","mutation"
"BYSL_mut.mis","BYSL","mutation"
"RWDD2A_mut.mis","RWDD2A","mutation"
"MAP3K7_mut.mis","MAP3K7","mutation"
"GPR6_mut.mis","GPR6","mutation"
"FAM26F_mut.mis","FAM26F","mutation"
"FRMD1_mut.mis","FRMD1","mutation"
"GPER1_mut.mis","GPER1","mutation"
"PPP1R17_mut.mis","PPP1R17","mutation"
"YAE1D1_mut.mis","YAE1D1","mutation"
"C7orf10_mut.mis","C7ORF10","mutation"
"EGFR_mut.mis","EGFR","mutation"
"KCTD7_mut.mis","KCTD7","mutation"
"WBSCR22_mut.mis","WBSCR22","mutation"
"CYP3A7_mut.mis","CYP3A7","mutation"
"UFSP1_mut.mis","UFSP1","mutation"
"GRM8_mut.mis","GRM8","mutation"
"LRRC61_mut.mis","LRRC61","mutation"
"EPHX2_mut.mis","EPHX2","mutation"
"GTF2E2_mut.mis","GTF2E2","mutation"
"TPD52_mut.mis","TPD52","mutation"
"BAI1_mut.mis","BAI1","mutation"
"GRINA_mut.mis","GRINA","mutation"
"KIFC2_mut.mis","KIFC2","mutation"
"GALT_mut.mis","GALT","mutation"
"HRCT1_mut.mis","HRCT1","mutation"
"DCAF10_mut.mis","DCAF10","mutation"
"NUTM2F_mut.mis","NUTM2F","mutation"
"TDRD7_mut.mis","TDRD7","mutation"
"NR4A3_mut.mis","NR4A3","mutation"
"MURC_mut.mis","MURC","mutation"
"NIPSNAP3B_mut.mis","NIPSNAP3B","mutation"
"AMBP_mut.mis","AMBP","mutation"
"POMT1_mut.mis","POMT1","mutation"
"UAP1L1_mut.mis","UAP1L1","mutation"
"NDOR1_mut.mis","NDOR1","mutation"
"SUV39H2_mut.mis","SUV39H2","mutation"
"MEIG1_mut.mis","MEIG1","mutation"
"ZFAND4_mut.mis","ZFAND4","mutation"
"CSTF2T_mut.mis","CSTF2T","mutation"
"DDIT4_mut.mis","DDIT4","mutation"
"PIK3AP1_mut.mis","PIK3AP1","mutation"
"SFXN3_mut.mis","SFXN3","mutation"
"PRAP1_mut.mis","PRAP1","mutation"
"TOLLIP_mut.mis","TOLLIP","mutation"
"PRKCDBP_mut.mis","PRKCDBP","mutation"
"EIF4G2_mut.mis","EIF4G2","mutation"
"ARNTL_mut.mis","ARNTL","mutation"
"SPTY2D1_mut.mis","SPTY2D1","mutation"
"PRRG4_mut.mis","PRRG4","mutation"
"CSTF3_mut.mis","CSTF3","mutation"
"PTPRJ_mut.mis","PTPRJ","mutation"
"MS4A4E_mut.mis","MS4A4E","mutation"
"HRASLS2_mut.mis","HRASLS2","mutation"
"SSSCA1_mut.mis","SSSCA1","mutation"
"RELA_mut.mis","RELA","mutation"
"ARAP1_mut.mis","ARAP1","mutation"
"ARRB1_mut.mis","ARRB1","mutation"
"TRIM49_mut.mis","TRIM49","mutation"
"FAM76B_mut.mis","FAM76B","mutation"
"AMICA1_mut.mis","AMICA1","mutation"
"OR10G8_mut.mis","OR10G8","mutation"
"OR8A1_mut.mis","OR8A1","mutation"
"APLP2_mut.mis","APLP2","mutation"
"NTM_mut.mis","NTM","mutation"
"CD4_mut.mis","CD4","mutation"
"GPR162_mut.mis","GPR162","mutation"
"CLEC1B_mut.mis","CLEC1B","mutation"
"PCED1B_mut.mis","PCED1B","mutation"
"WNT10B_mut.mis","WNT10B","mutation"
"TFCP2_mut.mis","TFCP2","mutation"
"IRAK3_mut.mis","IRAK3","mutation"
"FRS2_mut.mis","FRS2","mutation"
"SLC6A15_mut.mis","SLC6A15","mutation"
"KITLG_mut.mis","KITLG","mutation"
"KIAA1033_mut.mis","KIAA1033","mutation"
"PLBD2_mut.mis","PLBD2","mutation"
"PSPC1_mut.mis","PSPC1","mutation"
"KBTBD7_mut.mis","KBTBD7","mutation"
"RGCC_mut.mis","RGCC","mutation"
"SLC25A30_mut.mis","SLC25A30","mutation"
"LMO7_mut.mis","LMO7","mutation"
"GPC5_mut.mis","GPC5","mutation"
"SUPT16H_mut.mis","SUPT16H","mutation"
"CLEC14A_mut.mis","CLEC14A","mutation"
"ACOT1_mut.mis","ACOT1","mutation"
"GPR65_mut.mis","GPR65","mutation"
"KCNK13_mut.mis","KCNK13","mutation"
"IFI27_mut.mis","IFI27","mutation"
"MAPKBP1_mut.mis","MAPKBP1","mutation"
"TGM7_mut.mis","TGM7","mutation"
"AP4E1_mut.mis","AP4E1","mutation"
"ALDH1A2_mut.mis","ALDH1A2","mutation"
"SNX1_mut.mis","SNX1","mutation"
"PDCD7_mut.mis","PDCD7","mutation"
"STRA6_mut.mis","STRA6","mutation"
"SNRPA1_mut.mis","SNRPA1","mutation"
"PDXDC1_mut.mis","PDXDC1","mutation"
"XPO6_mut.mis","XPO6","mutation"
"C16orf58_mut.mis","C16ORF58","mutation"
"TOX3_mut.mis","TOX3","mutation"
"GFOD2_mut.mis","GFOD2","mutation"
"CDH1_mut.mis","CDH1","mutation"
"ZNF821_mut.mis","ZNF821","mutation"
"TAF1C_mut.mis","TAF1C","mutation"
"CHMP1A_mut.mis","CHMP1A","mutation"
"OR3A1_mut.mis","OR3A1","mutation"
"TMEM95_mut.mis","TMEM95","mutation"
"TMEM256_mut.mis","TMEM256","mutation"
"ZNF624_mut.mis","ZNF624","mutation"
"SSH2_mut.mis","SSH2","mutation"
"RHBDL3_mut.mis","RHBDL3","mutation"
"C17orf102_mut.mis","C17ORF102","mutation"
"SLFN5_mut.mis","SLFN5","mutation"
"CWC25_mut.mis","CWC25","mutation"
"FBXL20_mut.mis","FBXL20","mutation"
"KRT14_mut.mis","KRT14","mutation"
"SCRN2_mut.mis","SCRN2","mutation"
"DHX40_mut.mis","DHX40","mutation"
"BCAS3_mut.mis","BCAS3","mutation"
"TBX4_mut.mis","TBX4","mutation"
"PRKAR1A_mut.mis","PRKAR1A","mutation"
"EXOC7_mut.mis","EXOC7","mutation"
"AZI1_mut.mis","AZI1","mutation"
"ACTG1_mut.mis","ACTG1","mutation"
"TMEM200C_mut.mis","TMEM200C","mutation"
"PIEZO2_mut.mis","PIEZO2","mutation"
"SERPINB13_mut.mis","SERPINB13","mutation"
"RNF126_mut.mis","RNF126","mutation"
"MKNK2_mut.mis","MKNK2","mutation"
"PIP5K1C_mut.mis","PIP5K1C","mutation"
"PLIN5_mut.mis","PLIN5","mutation"
"JUNB_mut.mis","JUNB","mutation"
"OR7A10_mut.mis","OR7A10","mutation"
"KXD1_mut.mis","KXD1","mutation"
"ZNF599_mut.mis","ZNF599","mutation"
"UPK1A_mut.mis","UPK1A","mutation"
"C19orf55_mut.mis","C19ORF55","mutation"
"CAPN12_mut.mis","CAPN12","mutation"
"MRPS12_mut.mis","MRPS12","mutation"
"APOC4_mut.mis","APOC4","mutation"
"NOVA2_mut.mis","NOVA2","mutation"
"PRKD2_mut.mis","PRKD2","mutation"
"ARHGAP35_mut.mis","ARHGAP35","mutation"
"KLK6_mut.mis","KLK6","mutation"
"CTU1_mut.mis","CTU1","mutation"
"LENG9_mut.mis","LENG9","mutation"
"DEFB125_mut.mis","DEFB125","mutation"
"ZNF343_mut.mis","ZNF343","mutation"
"TRMT6_mut.mis","TRMT6","mutation"
"CRLS1_mut.mis","CRLS1","mutation"
"ANKEF1_mut.mis","ANKEF1","mutation"
"CRNKL1_mut.mis","CRNKL1","mutation"
"PAX1_mut.mis","PAX1","mutation"
"NINL_mut.mis","NINL","mutation"
"MYLK2_mut.mis","MYLK2","mutation"
"SNX21_mut.mis","SNX21","mutation"
"SPATA25_mut.mis","SPATA25","mutation"
"ATP9A_mut.mis","ATP9A","mutation"
"EEF1A2_mut.mis","EEF1A2","mutation"
"PTK6_mut.mis","PTK6","mutation"
"GMEB2_mut.mis","GMEB2","mutation"
"RTEL1_mut.mis","RTEL1","mutation"
"KRTAP8-1_mut.mis","KRTAP8-1","mutation"
"KCNJ6_mut.mis","KCNJ6","mutation"
"PPM1F_mut.mis","PPM1F","mutation"
"TOP3B_mut.mis","TOP3B","mutation"
"GNAZ_mut.mis","GNAZ","mutation"
"SF3A1_mut.mis","SF3A1","mutation"
"CCDC157_mut.mis","CCDC157","mutation"
"FAM109B_mut.mis","FAM109B","mutation"
"PARVG_mut.mis","PARVG","mutation"
"ARHGAP8_mut.mis","ARHGAP8","mutation"
"GRAMD4_mut.mis","GRAMD4","mutation"
"ALG12_mut.mis","ALG12","mutation"
"DHRSX_mut.mis","DHRSX","mutation"
"ASB9_mut.mis","ASB9","mutation"
"PPEF1_mut.mis","PPEF1","mutation"
"ATP6AP2_mut.mis","ATP6AP2","mutation"
"ZNF630_mut.mis","ZNF630","mutation"
"USP51_mut.mis","USP51","mutation"
"DDX26B_mut.mis","DDX26B","mutation"
"ARHGAP4_mut.mis","ARHGAP4","mutation"
"LMX1A_mut.mis","LMX1A","mutation"
"GPR155_mut.mis","GPR155","mutation"
"SLC19A3_mut.mis","SLC19A3","mutation"
"ACTRT3_mut.mis","ACTRT3","mutation"
"ZNF300_mut.mis","ZNF300","mutation"
"ERVFRD-1_mut.mis","ERVFRD-1","mutation"
"CASC10_mut.mis","CASC10","mutation"
"NCOA4_mut.mis","NCOA4","mutation"
"GPR26_mut.mis","GPR26","mutation"
"ZNF511_mut.mis","ZNF511","mutation"
"NECAP1_mut.mis","NECAP1","mutation"
"CHMP4A_mut.mis","CHMP4A","mutation"
"CDK10_mut.mis","CDK10","mutation"
"SOX15_mut.mis","SOX15","mutation"
"ATP5A1_mut.mis","ATP5A1","mutation"
"ZNF253_mut.mis","ZNF253","mutation"
"DEDD2_mut.mis","DEDD2","mutation"
"DNAJC16_mut.mis","DNAJC16","mutation"
"S100PBP_mut.mis","S100PBP","mutation"
"AP4B1_mut.mis","AP4B1","mutation"
"TMEM79_mut.mis","TMEM79","mutation"
"OR10J3_mut.mis","OR10J3","mutation"
"COX20_mut.mis","COX20","mutation"
"ADCY3_mut.mis","ADCY3","mutation"
"SUPT7L_mut.mis","SUPT7L","mutation"
"ACVR1C_mut.mis","ACVR1C","mutation"
"LRRFIP1_mut.mis","LRRFIP1","mutation"
"SERPINI1_mut.mis","SERPINI1","mutation"
"CLDN1_mut.mis","CLDN1","mutation"
"MFSD10_mut.mis","MFSD10","mutation"
"CCDC109B_mut.mis","CCDC109B","mutation"
"CFI_mut.mis","CFI","mutation"
"GYPE_mut.mis","GYPE","mutation"
"CDH12_mut.mis","CDH12","mutation"
"PCDHA8_mut.mis","PCDHA8","mutation"
"SLC36A1_mut.mis","SLC36A1","mutation"
"BLOC1S5_mut.mis","BLOC1S5","mutation"
"SLC17A2_mut.mis","SLC17A2","mutation"
"DLK2_mut.mis","DLK2","mutation"
"MRAP2_mut.mis","MRAP2","mutation"
"SLC18B1_mut.mis","SLC18B1","mutation"
"ZNF12_mut.mis","ZNF12","mutation"
"C8orf47_mut.mis","C8ORF47","mutation"
"C9orf3_mut.mis","C9ORF3","mutation"
"MS4A6A_mut.mis","MS4A6A","mutation"
"BIRC2_mut.mis","BIRC2","mutation"
"GALNT6_mut.mis","GALNT6","mutation"
"GMPR2_mut.mis","GMPR2","mutation"
"C2CD4A_mut.mis","C2CD4A","mutation"
"UNC45A_mut.mis","UNC45A","mutation"
"RGS11_mut.mis","RGS11","mutation"
"UMOD_mut.mis","UMOD","mutation"
"CDH3_mut.mis","CDH3","mutation"
"CLEC3A_mut.mis","CLEC3A","mutation"
"USP14_mut.mis","USP14","mutation"
"ZNF611_mut.mis","ZNF611","mutation"
"TRIB3_mut.mis","TRIB3","mutation"
"FAM104B_mut.mis","FAM104B","mutation"
"MDM4_mut.mis","MDM4","mutation"
"OR2G6_mut.mis","OR2G6","mutation"
"ZNF514_mut.mis","ZNF514","mutation"
"IL18R1_mut.mis","IL18R1","mutation"
"PTPN18_mut.mis","PTPN18","mutation"
"SETMAR_mut.mis","SETMAR","mutation"
"GRK7_mut.mis","GRK7","mutation"
"ANXA5_mut.mis","ANXA5","mutation"
"MGARP_mut.mis","MGARP","mutation"
"ERCC8_mut.mis","ERCC8","mutation"
"RAPGEF5_mut.mis","RAPGEF5","mutation"
"ATP5J2_mut.mis","ATP5J2","mutation"
"VDAC3_mut.mis","VDAC3","mutation"
"NUTM2G_mut.mis","NUTM2G","mutation"
"KLF6_mut.mis","KLF6","mutation"
"ALX4_mut.mis","ALX4","mutation"
"MPEG1_mut.mis","MPEG1","mutation"
"SYVN1_mut.mis","SYVN1","mutation"
"TPCN2_mut.mis","TPCN2","mutation"
"PRMT5_mut.mis","PRMT5","mutation"
"SERPINA9_mut.mis","SERPINA9","mutation"
"CCNK_mut.mis","CCNK","mutation"
"SPPL2A_mut.mis","SPPL2A","mutation"
"KIFC3_mut.mis","KIFC3","mutation"
"RPL26_mut.mis","RPL26","mutation"
"SMG8_mut.mis","SMG8","mutation"
"CCDC57_mut.mis","CCDC57","mutation"
"MISP_mut.mis","MISP","mutation"
"RAB3D_mut.mis","RAB3D","mutation"
"DOK5_mut.mis","DOK5","mutation"
"RAI2_mut.mis","RAI2","mutation"
"ARMCX6_mut.mis","ARMCX6","mutation"
"TEX13A_mut.mis","TEX13A","mutation"
"PRDM2_mut.mis","PRDM2","mutation"
"PLEKHM2_mut.mis","PLEKHM2","mutation"
"CTPS1_mut.mis","CTPS1","mutation"
"PRMT6_mut.mis","PRMT6","mutation"
"UBAP2L_mut.mis","UBAP2L","mutation"
"SH2D2A_mut.mis","SH2D2A","mutation"
"FASLG_mut.mis","FASLG","mutation"
"CFHR3_mut.mis","CFHR3","mutation"
"KCNH1_mut.mis","KCNH1","mutation"
"KRTCAP3_mut.mis","KRTCAP3","mutation"
"ETAA1_mut.mis","ETAA1","mutation"
"WDR54_mut.mis","WDR54","mutation"
"MFSD9_mut.mis","MFSD9","mutation"
"CLASP1_mut.mis","CLASP1","mutation"
"MARCH7_mut.mis","MARCH7","mutation"
"HOXD3_mut.mis","HOXD3","mutation"
"USP40_mut.mis","USP40","mutation"
"XPC_mut.mis","XPC","mutation"
"DBR1_mut.mis","DBR1","mutation"
"MAGEF1_mut.mis","MAGEF1","mutation"
"XXYLT1_mut.mis","XXYLT1","mutation"
"RNF168_mut.mis","RNF168","mutation"
"POLN_mut.mis","POLN","mutation"
"HAUS3_mut.mis","HAUS3","mutation"
"ZBTB49_mut.mis","ZBTB49","mutation"
"RUFY3_mut.mis","RUFY3","mutation"
"SGMS2_mut.mis","SGMS2","mutation"
"CD14_mut.mis","CD14","mutation"
"SLC26A2_mut.mis","SLC26A2","mutation"
"ZNF354B_mut.mis","ZNF354B","mutation"
"GPX5_mut.mis","GPX5","mutation"
"FGD2_mut.mis","FGD2","mutation"
"MCM3_mut.mis","MCM3","mutation"
"FBXO9_mut.mis","FBXO9","mutation"
"PREP_mut.mis","PREP","mutation"
"PNLDC1_mut.mis","PNLDC1","mutation"
"POM121L12_mut.mis","POM121L12","mutation"
"MYL10_mut.mis","MYL10","mutation"
"TNPO3_mut.mis","TNPO3","mutation"
"PTN_mut.mis","PTN","mutation"
"LACTB2_mut.mis","LACTB2","mutation"
"DPYS_mut.mis","DPYS","mutation"
"PPAPDC2_mut.mis","PPAPDC2","mutation"
"AQP3_mut.mis","AQP3","mutation"
"SECISBP2_mut.mis","SECISBP2","mutation"
"RABGAP1_mut.mis","RABGAP1","mutation"
"RBP3_mut.mis","RBP3","mutation"
"FAM13C_mut.mis","FAM13C","mutation"
"LRRC20_mut.mis","LRRC20","mutation"
"KIF20B_mut.mis","KIF20B","mutation"
"ERLIN1_mut.mis","ERLIN1","mutation"
"CALHM1_mut.mis","CALHM1","mutation"
"ZNF195_mut.mis","ZNF195","mutation"
"MMP26_mut.mis","MMP26","mutation"
"OR56B1_mut.mis","OR56B1","mutation"
"CD248_mut.mis","CD248","mutation"
"ZBTB16_mut.mis","ZBTB16","mutation"
"UPK2_mut.mis","UPK2","mutation"
"B3GAT1_mut.mis","B3GAT1","mutation"
"ALG10B_mut.mis","ALG10B","mutation"
"MMP19_mut.mis","MMP19","mutation"
"MDM1_mut.mis","MDM1","mutation"
"NTS_mut.mis","NTS","mutation"
"PWP1_mut.mis","PWP1","mutation"
"MAP4K5_mut.mis","MAP4K5","mutation"
"PLA2G4E_mut.mis","PLA2G4E","mutation"
"NPIPB15_mut.mis","NPIPB15","mutation"
"PIRT_mut.mis","PIRT","mutation"
"TBC1D28_mut.mis","TBC1D28","mutation"
"SOX9_mut.mis","SOX9","mutation"
"USH1G_mut.mis","USH1G","mutation"
"ACOX1_mut.mis","ACOX1","mutation"
"ECH1_mut.mis","ECH1","mutation"
"CEACAM6_mut.mis","CEACAM6","mutation"
"LILRB2_mut.mis","LILRB2","mutation"
"CST4_mut.mis","CST4","mutation"
"RRP1B_mut.mis","RRP1B","mutation"
"C22orf42_mut.mis","C22ORF42","mutation"
"SYNGR1_mut.mis","SYNGR1","mutation"
"MPPED1_mut.mis","MPPED1","mutation"
"PHKA2_mut.mis","PHKA2","mutation"
"MAGEB3_mut.mis","MAGEB3","mutation"
"ARHGAP36_mut.mis","ARHGAP36","mutation"
"ACAP3_mut.mis","ACAP3","mutation"
"TNFRSF9_mut.mis","TNFRSF9","mutation"
"PAQR7_mut.mis","PAQR7","mutation"
"CYB561D1_mut.mis","CYB561D1","mutation"
"PIP5K1A_mut.mis","PIP5K1A","mutation"
"OR10T2_mut.mis","OR10T2","mutation"
"CR2_mut.mis","CR2","mutation"
"NID1_mut.mis","NID1","mutation"
"NT5C1B_mut.mis","NT5C1B","mutation"
"TTC31_mut.mis","TTC31","mutation"
"RPIA_mut.mis","RPIA","mutation"
"PROM2_mut.mis","PROM2","mutation"
"FHL2_mut.mis","FHL2","mutation"
"AGXT_mut.mis","AGXT","mutation"
"DRD3_mut.mis","DRD3","mutation"
"KBTBD12_mut.mis","KBTBD12","mutation"
"FOXL2_mut.mis","FOXL2","mutation"
"HTR3C_mut.mis","HTR3C","mutation"
"SST_mut.mis","SST","mutation"
"ABLIM2_mut.mis","ABLIM2","mutation"
"TLR10_mut.mis","TLR10","mutation"
"APBB2_mut.mis","APBB2","mutation"
"LRIT3_mut.mis","LRIT3","mutation"
"RASGRF2_mut.mis","RASGRF2","mutation"
"TNFAIP8_mut.mis","TNFAIP8","mutation"
"PCDHB2_mut.mis","PCDHB2","mutation"
"G3BP1_mut.mis","G3BP1","mutation"
"BTN3A3_mut.mis","BTN3A3","mutation"
"HTR1E_mut.mis","HTR1E","mutation"
"KATNA1_mut.mis","KATNA1","mutation"
"FAM126A_mut.mis","FAM126A","mutation"
"CRHR2_mut.mis","CRHR2","mutation"
"CPA1_mut.mis","CPA1","mutation"
"SLC4A2_mut.mis","SLC4A2","mutation"
"MTMR7_mut.mis","MTMR7","mutation"
"GPR124_mut.mis","GPR124","mutation"
"GDF6_mut.mis","GDF6","mutation"
"UTP23_mut.mis","UTP23","mutation"
"FAM83A_mut.mis","FAM83A","mutation"
"KANK1_mut.mis","KANK1","mutation"
"IFNA14_mut.mis","IFNA14","mutation"
"FANCG_mut.mis","FANCG","mutation"
"TLE4_mut.mis","TLE4","mutation"
"ABL1_mut.mis","ABL1","mutation"
"UCK1_mut.mis","UCK1","mutation"
"FAM35A_mut.mis","FAM35A","mutation"
"ANO9_mut.mis","ANO9","mutation"
"TRIM34_mut.mis","TRIM34","mutation"
"FOLR3_mut.mis","FOLR3","mutation"
"C1RL_mut.mis","C1RL","mutation"
"PLCZ1_mut.mis","PLCZ1","mutation"
"SLC16A7_mut.mis","SLC16A7","mutation"
"C14orf142_mut.mis","C14ORF142","mutation"
"TYRO3_mut.mis","TYRO3","mutation"
"SLC24A1_mut.mis","SLC24A1","mutation"
"C15orf40_mut.mis","C15ORF40","mutation"
"TPSAB1_mut.mis","TPSAB1","mutation"
"CLDN6_mut.mis","CLDN6","mutation"
"CAPNS2_mut.mis","CAPNS2","mutation"
"IL17C_mut.mis","IL17C","mutation"
"SHBG_mut.mis","SHBG","mutation"
"CCT6B_mut.mis","CCT6B","mutation"
"CSH1_mut.mis","CSH1","mutation"
"POLI_mut.mis","POLI","mutation"
"ILVBL_mut.mis","ILVBL","mutation"
"FLT3LG_mut.mis","FLT3LG","mutation"
"ETFB_mut.mis","ETFB","mutation"
"ZNF528_mut.mis","ZNF528","mutation"
"VN1R4_mut.mis","VN1R4","mutation"
"PROKR2_mut.mis","PROKR2","mutation"
"GGTLC1_mut.mis","GGTLC1","mutation"
"CRYBB1_mut.mis","CRYBB1","mutation"
"C22orf31_mut.mis","C22ORF31","mutation"
"APOBEC3B_mut.mis","APOBEC3B","mutation"
"MGAT3_mut.mis","MGAT3","mutation"
"GATA1_mut.mis","GATA1","mutation"
"DRP2_mut.mis","DRP2","mutation"
"GABRE_mut.mis","GABRE","mutation"
"SLC25A33_mut.mis","SLC25A33","mutation"
"CD101_mut.mis","CD101","mutation"
"SPAST_mut.mis","SPAST","mutation"
"TSN_mut.mis","TSN","mutation"
"SERPINE2_mut.mis","SERPINE2","mutation"
"EDEM1_mut.mis","EDEM1","mutation"
"TMEM39A_mut.mis","TMEM39A","mutation"
"FBXO40_mut.mis","FBXO40","mutation"
"PLSCR4_mut.mis","PLSCR4","mutation"
"FASTKD3_mut.mis","FASTKD3","mutation"
"TREML1_mut.mis","TREML1","mutation"
"FOXP4_mut.mis","FOXP4","mutation"
"GPR115_mut.mis","GPR115","mutation"
"GET4_mut.mis","GET4","mutation"
"DDC_mut.mis","DDC","mutation"
"PPP1R3A_mut.mis","PPP1R3A","mutation"
"AGO2_mut.mis","AGO2","mutation"
"TMC1_mut.mis","TMC1","mutation"
"PTGDS_mut.mis","PTGDS","mutation"
"ZNF438_mut.mis","ZNF438","mutation"
"ZNF22_mut.mis","ZNF22","mutation"
"PPA1_mut.mis","PPA1","mutation"
"CHID1_mut.mis","CHID1","mutation"
"LMO1_mut.mis","LMO1","mutation"
"EIF3M_mut.mis","EIF3M","mutation"
"TMEM123_mut.mis","TMEM123","mutation"
"PRH1_mut.mis","PRH1","mutation"
"KRT76_mut.mis","KRT76","mutation"
"CEP290_mut.mis","CEP290","mutation"
"C1QTNF9_mut.mis","C1QTNF9","mutation"
"WBP4_mut.mis","WBP4","mutation"
"NOP9_mut.mis","NOP9","mutation"
"FBLN5_mut.mis","FBLN5","mutation"
"EIF5_mut.mis","EIF5","mutation"
"ULK3_mut.mis","ULK3","mutation"
"WDR61_mut.mis","WDR61","mutation"
"TMEM8A_mut.mis","TMEM8A","mutation"
"ZNF75A_mut.mis","ZNF75A","mutation"
"PHKB_mut.mis","PHKB","mutation"
"NLRP1_mut.mis","NLRP1","mutation"
"TOP3A_mut.mis","TOP3A","mutation"
"ANKRD13B_mut.mis","ANKRD13B","mutation"
"GGA3_mut.mis","GGA3","mutation"
"ARL16_mut.mis","ARL16","mutation"
"FBXW9_mut.mis","FBXW9","mutation"
"PIK3R2_mut.mis","PIK3R2","mutation"
"PLEKHG2_mut.mis","PLEKHG2","mutation"
"ZSCAN22_mut.mis","ZSCAN22","mutation"
"XKR7_mut.mis","XKR7","mutation"
"OGFR_mut.mis","OGFR","mutation"
