"drug","method","selection","n_selected_genes","n_cosmic_in_selected","n_cosmic_in_universe","odds_ratio","odds_ratio_ha","p_value","cosmic_genes_found","p_adj_bh"
"Selumetinib","EN","freq50",8,3,545,47.3784123965859,50.3032258064516,0.000104992545195912,"BRAF;MAP2K1;MITF",0.000327329699728433
"Selumetinib","EN","freq75",3,1,545,39.3956188016146,47.2578512396694,0.0371746468563612,"BRAF",0.094723859778228
"Selumetinib","EN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"ASXL1;BRAF;CHD2;NRAS;SMARCB1",0.00122341967851878
"AZD6482","DSEN","freq25",47,5,545,9.44423373744028,10.2587255808892,0.000303345301236536,"AKT1;CDKN1A;FHIT;MTOR;WWTR1",0.00100483131034603
"AZD6482","DSEN","freq50",9,1,545,9.85201591376079,13.8974234321828,0.107436503186848,"CDKN1A",0.23336617495504
"AZD6482","DSEN","freq75",2,1,545,78.7240050418944,78.7649219467401,0.0249389564804046,"CDKN1A",0.146862743717938
"AZD6482","DSEN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"AKT1;CDKN1A;FHIT;MTOR;WWTR1",0.000969918303690561
"AZD6482","EN","freq25",6,2,545,39.4662595243301,43.8357354594705,0.0022800244356804,"CDKN1A;VHL",0.00353337120149302
"AZD6482","EN","freq50",2,2,545,Inf,394.558417663293,0.000157168585789389,"CDKN1A;VHL",0.000473291764024864
"AZD6482","EN","freq75",1,1,545,Inf,236.300275482094,0.012548062533097,"VHL",0.0386655415264037
"AZD6482","EN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"BARD1;CDKN1A;PIK3CB;SETD2;VHL",0.00122341967851878
"CCT007093","DSEN","freq25",137,9,545,5.60865940700288,5.89241770953833,6.25027539121768e-05,"CACNA1D;CTNNB1;EGFR;ERBB2;ETNK1;IL6ST;MAP2K1;SPEN;TEC",0.000250958027071619
"CCT007093","DSEN","freq50",31,2,545,5.4436064985188,6.68290895482825,0.0575384186056273,"ERBB2;TEC",0.152476809304912
"CCT007093","DSEN","freq75",3,0,545,0,11.230980751604,1,"",1
"CCT007093","DSEN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"ERBB2;MAP2K1;TEC",0.0335160617475657
"CCT007093","EN","freq25",134,12,545,7.89117260446516,8.17980988084081,1.42340518670491e-07,"CBLC;CDKN2A;CTNNB1;EGFR;EP300;ERBB2;ETNK1;IL6ST;MAP2K1;SPEN;TEC;VHL",4.12196415764281e-07
"CCT007093","EN","freq50",35,4,545,10.2165859042883,11.3065558633426,0.000943115263660596,"CDKN2A;ERBB2;TEC;VHL",0.00233575275579493
"CCT007093","EN","freq75",2,0,545,0,15.7237396883593,1,"",1
"CCT007093","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"CBLC;CDKN2A;VHL",0.0377295095101168
"EHT-1864","DSEN","freq25",117,5,545,3.53599379750866,3.86918696680029,0.016259257038108,"CDC73;CDKN1A;GATA3;GPC5;SMAD3",0.0323962640232978
"EHT-1864","DSEN","freq50",19,1,545,4.37775998507687,6.38381356563175,0.213349858922839,"CDC73",0.431585592477499
"EHT-1864","DSEN","freq75",1,0,545,0,26.2068438741216,1,"",1
"EHT-1864","DSEN","top50",50,1,545,1.60706347255494,2.38414447505357,0.468329529136406,"CDC73",0.534945367332532
"EHT-1864","EN","freq25",11,0,545,0,3.41748694855139,1,"",1
"EHT-1864","EN","freq50",1,0,545,0,26.2068438741216,1,"",1
"EHT-1864","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"EHT-1864","EN","top50",50,1,545,1.60706347255494,2.38414447505357,0.468329529136406,"HIP1",0.500432762988498
"Avagacestat","DSEN","freq25",20,2,545,8.77082247785758,10.659265521271,0.0257200111582014,"CTNNB1;ERBB3",0.0486843068351669
"Avagacestat","DSEN","freq50",6,0,545,0,6.04702813227103,1,"",1
"Avagacestat","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Avagacestat","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"CTNNB1;ERBB3;MYH9;PDGFB",0.00588945112474559
"Avagacestat","EN","freq25",141,10,545,6.09999420742803,6.37553120107358,1.26851838950583e-05,"CTNNB1;DGCR8;EGFR;ERBB3;KDR;NFE2L2;PDGFB;PIK3R1;TSC2;VHL",2.77267610429564e-05
"Avagacestat","EN","freq50",25,5,545,19.8391566667645,21.2790099501365,1.31857478986893e-05,"CTNNB1;DGCR8;EGFR;ERBB3;PDGFB",4.78660711390777e-05
"Avagacestat","EN","freq75",2,1,545,78.7240050418944,78.7649219467401,0.0249389564804046,"CTNNB1",0.0688419111177834
"Avagacestat","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"DGCR8;PDGFB;VHL",0.0377295095101168
"BMS-536924","DSEN","freq25",17,4,545,24.3819705349133,26.3930440135426,5.12557996188892e-05,"AKT1;ETV5;FGFR2;PTEN",0.000208965952292395
"BMS-536924","DSEN","freq50",5,3,545,118.460517401118,110.674838709677,1.92841309484483e-05,"AKT1;FGFR2;PTEN",0.000226112198540029
"BMS-536924","DSEN","freq75",1,1,545,Inf,236.300275482094,0.012548062533097,"PTEN",0.0898712586829923
"BMS-536924","DSEN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"AKT1;ETV5;FGFR2;FHIT;GNAQ;PTEN",0.000135308025439973
"BMS-536924","EN","freq25",17,2,545,10.5251946201735,12.7232394575185,0.018870271135513,"FGFR2;PTEN",0.0263190623732156
"BMS-536924","EN","freq50",4,2,545,78.8657249878915,78.9080036798528,0.000927364968499253,"FGFR2;PTEN",0.00231841242124813
"BMS-536924","EN","freq75",1,1,545,Inf,236.300275482094,0.012548062533097,"PTEN",0.0386655415264037
"BMS-536924","EN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"FGFR2;PTEN;RNF43;U2AF1",0.00746615457546488
"Cetuximab","DSEN","freq25",11,5,545,66.1140201688584,67.1326407172846,1.3259036613977e-07,"BCL3;EGFR;RAF1;SMAD3;SPEN",1.35140180873227e-06
"Cetuximab","DSEN","freq50",6,2,545,39.4662595243301,43.8357354594705,0.0022800244356804,"EGFR;SPEN",0.0125876349053189
"Cetuximab","DSEN","freq75",1,1,545,Inf,236.300275482094,0.012548062533097,"EGFR",0.0898712586829923
"Cetuximab","DSEN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"BCL3;CTNNB1;EGFR;RAF1;SMAD3;SPEN",0.000135308025439973
"Cetuximab","EN","freq25",9,2,545,22.544309150949,26.2996013492794,0.00533706401081048,"EGFR;SPEN",0.00785734423813765
"Cetuximab","EN","freq50",1,1,545,Inf,236.300275482094,0.012548062533097,"EGFR",0.0244502689064023
"Cetuximab","EN","freq75",1,1,545,Inf,236.300275482094,0.012548062533097,"EGFR",0.0386655415264037
"Cetuximab","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"EGFR;ETV5;SPEN",0.0377295095101168
"PF-4708671","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"PF-4708671","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"PF-4708671","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"PF-4708671","DSEN","top50",50,0,545,0,0.77753174034177,1,"",1
"PF-4708671","EN","freq25",4,0,545,0,8.73500356451777,1,"",1
"PF-4708671","EN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"PF-4708671","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"PF-4708671","EN","top50",50,0,545,0,0.77753174034177,1,"",1
"Serdemetan","DSEN","freq25",113,5,545,3.6677489700035,4.01220494762914,0.01418002536706,"CDKN1A;CDKN2A;FHIT;MAP2K1;WWTR1",0.028467475168719
"Serdemetan","DSEN","freq50",18,1,545,4.63596356183333,6.74876033057851,0.203349291465712,"WWTR1",0.41451970952626
"Serdemetan","DSEN","freq75",2,0,545,0,15.7237396883593,1,"",1
"Serdemetan","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"BAX;CDKN2A;MAP2K1;WWTR1",0.00588945112474559
"Serdemetan","EN","freq25",110,12,545,9.82942509654911,10.1785688799661,1.55958094084235e-08,"APC;CCND1;ETV5;FOXP1;PAX5;PDGFRA;PLCG1;PRKAR1A;PTPRC;TAL1;VHL;WWTR1",5.51051932430964e-08
"Serdemetan","EN","freq50",21,3,545,13.1793734694043,14.9504795117698,0.00220847378829761,"APC;FOXP1;WWTR1",0.00508909177303363
"Serdemetan","EN","freq75",4,1,545,26.2528009503212,33.7548209366391,0.0492570741523153,"APC",0.117595717570843
"Serdemetan","EN","top50",50,7,545,12.9611199026426,13.7180226042967,2.9517514972776e-06,"APC;CCND1;FOXP1;PLCG1;PRKAR1A;TFE3;VHL",2.05845828099622e-05
"HG-5-113-01","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"HG-5-113-01","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"HG-5-113-01","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"HG-5-113-01","DSEN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"AKT1;NFATC2;RB1;SRC;TBL1XR1",0.000969918303690561
"HG-5-113-01","EN","freq25",128,13,545,9.08703860283649,9.3887323943662,9.44580537475782e-09,"BCOR;ERBB3;ESR1;FANCF;LCK;NFATC2;NOTCH1;PPM1D;RB1;SRC;STAT3;TBL1XR1;WT1",3.52554707649412e-08
"HG-5-113-01","EN","freq50",24,4,545,15.8451851750449,17.3779474359841,0.000213445547721131,"BCOR;ESR1;RB1;TBL1XR1",0.000628478557178886
"HG-5-113-01","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"HG-5-113-01","EN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"NOTCH1;WT1",0.156041294615249
"HG-5-88-01","DSEN","freq25",23,4,545,16.678087493166,18.2695503942041,0.000179647696758127,"AKT1;BCOR;CARD11;STAT3",0.000626403153169784
"HG-5-88-01","DSEN","freq50",3,2,545,157.416892154451,131.516406010426,0.00046757572849093,"AKT1;BCOR",0.00354021623000275
"HG-5-88-01","DSEN","freq75",2,2,545,Inf,394.558417663293,0.000157168585789389,"AKT1;BCOR",0.00378633411219891
"HG-5-88-01","DSEN","top50",50,8,545,15.1966004761939,15.9428837209302,1.97355625821647e-07,"AKT1;BCOR;CARD11;ETV6;MDM2;SRC;STAT3;ZFHX3",2.09196963370946e-06
"HG-5-88-01","EN","freq25",3,1,545,39.3956188016146,47.2578512396694,0.0371746468563612,"BCOR",0.0507798011182253
"HG-5-88-01","EN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"HG-5-88-01","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"HG-5-88-01","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"BCOR;DDX3X;FGFR4",0.0377295095101168
"TW 37","DSEN","freq25",32,2,545,5.26137951253897,6.4636463721779,0.0608784557310908,"APC;BAP1",0.106676716974558
"TW 37","DSEN","freq50",5,0,545,0,7.14665444546288,1,"",1
"TW 37","DSEN","freq75",4,0,545,0,8.73500356451777,1,"",1
"TW 37","DSEN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"APC;BAP1;MAPK1",0.0335160617475657
"TW 37","EN","freq25",245,15,545,5.2486998502984,5.40730616759452,6.03186622217696e-07,"APC;AR;BAP1;BCL11A;CCND1;CDH1;EED;ETV5;KIT;KRAS;POU2AF1;PTEN;SYK;TP53;WWTR1",1.63106586620091e-06
"TW 37","EN","freq50",56,2,545,2.92144700704737,3.61524438105045,0.156009320208846,"CDH1;EED",0.233573276018893
"TW 37","EN","freq75",12,2,545,15.7906477266947,18.7841153020546,0.00954398664329954,"CDH1;EED",0.0341777900064105
"TW 37","EN","top50",50,0,545,0,0.77753174034177,1,"",1
"XMD11-85h","DSEN","freq25",37,4,545,9.60032238765095,10.6310414685575,0.00116632561782041,"AKT1;ATM;KDM6A;RB1",0.00335952487741747
"XMD11-85h","DSEN","freq50",6,3,545,79.0079299762718,79.0516129032258,3.82077092385717e-05,"AKT1;ATM;RB1",0.000403495275772918
"XMD11-85h","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"XMD11-85h","DSEN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"AKT1;ATM;KDM6A;MAP2K1;RB1;SMAD3",0.000135308025439973
"XMD11-85h","EN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"XMD11-85h","EN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"XMD11-85h","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"XMD11-85h","EN","top50",50,0,545,0,0.77753174034177,1,"",1
"ZG-10","DSEN","freq25",35,2,545,4.78275256458383,5.88440044487773,0.0712776915465599,"CDH1;RB1",0.121861859740893
"ZG-10","DSEN","freq50",10,1,545,8.75650243335025,12.4342467739597,0.118638767044696,"RB1",0.25354252634552
"ZG-10","DSEN","freq75",2,0,545,0,15.7237396883593,1,"",1
"ZG-10","DSEN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"CDH1;MAP2K1;RB1",0.0335160617475657
"ZG-10","EN","freq25",61,5,545,7.07985614414838,7.71421905315465,0.00101897999880477,"CDH1;ETV5;RB1;WT1;ZFHX3",0.0016566239244372
"ZG-10","EN","freq50",14,1,545,6.06189418746964,8.74920926436078,0.162061852136361,"RB1",0.238591060089643
"ZG-10","EN","freq75",3,0,545,0,11.230980751604,1,"",1
"ZG-10","EN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"ETV5;NOTCH1;PPM1D;WT1",0.00746615457546488
"XMD8-92","DSEN","freq25",3,0,545,0,11.230980751604,1,"",1
"XMD8-92","DSEN","freq50",1,0,545,0,26.2068438741216,1,"",1
"XMD8-92","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"XMD8-92","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"ATM;KDR;NOTCH1;RB1",0.00588945112474559
"XMD8-92","EN","freq25",115,7,545,5.15407965140299,5.49150867103963,0.00064328741242241,"ATM;CARD11;HOXA13;KDR;MYC;RB1;SRC",0.00109276387366627
"XMD8-92","EN","freq50",16,2,545,11.275263438082,13.6010214763823,0.0167881216399275,"CARD11;RB1",0.0315521435076652
"XMD8-92","EN","freq75",2,1,545,78.7240050418944,78.7649219467401,0.0249389564804046,"RB1",0.0688419111177834
"XMD8-92","EN","top50",50,1,545,1.60706347255494,2.38414447505357,0.468329529136406,"MYC",0.500432762988498
"QL-VIII-58","DSEN","freq25",6,0,545,0,6.04702813227103,1,"",1
"QL-VIII-58","DSEN","freq50",1,0,545,0,26.2068438741216,1,"",1
"QL-VIII-58","DSEN","freq75",1,0,545,0,26.2068438741216,1,"",1
"QL-VIII-58","DSEN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"CCND2;FANCA;JAK2",0.0335160617475657
"QL-VIII-58","EN","freq25",5,1,545,19.7007789079056,26.2531374349556,0.0611881546420108,"ATF1",0.0814817134680043
"QL-VIII-58","EN","freq50",1,0,545,0,26.2068438741216,1,"",1
"QL-VIII-58","EN","freq75",1,0,545,0,26.2068438741216,1,"",1
"QL-VIII-58","EN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"ATF1;ETV5",0.156041294615249
"CCT-018159","DSEN","freq25",149,7,545,3.91649290084777,4.17793089967258,0.00286529412058258,"BRAF;EGFR;ETNK1;JUN;KMT2C;NCOA2;POU2AF1",0.00721648414182157
"CCT-018159","DSEN","freq50",22,1,545,3.75228132331343,5.49266448843616,0.24260593736812,"EGFR",0.479780398526506
"CCT-018159","DSEN","freq75",3,0,545,0,11.230980751604,1,"",1
"CCT-018159","DSEN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"BRAF;EGFR",0.158188651880597
"CCT-018159","EN","freq25",267,10,545,3.10034804119236,3.24625928041119,0.00218051817687427,"APC;BRAF;EGFR;ETNK1;ETV5;KMT2C;MAP2K1;POU2AF1;RB1;TRRAP",0.00346010369384241
"CCT-018159","EN","freq50",46,3,545,5.51523143668515,6.35454208379681,0.0200150618837864,"APC;BRAF;EGFR",0.0370908489454782
"CCT-018159","EN","freq75",3,0,545,0,11.230980751604,1,"",1
"CCT-018159","EN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"ETV5;MAP2K1",0.156041294615249
"Rucaparib","DSEN","freq25",37,3,545,6.97478009879479,8.01393174380552,0.0111267682200021,"ATM;MAP2K1;SYK",0.0226814890638505
"Rucaparib","DSEN","freq50",6,0,545,0,6.04702813227103,1,"",1
"Rucaparib","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Rucaparib","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"ATM;ATRX;MAP2K1;SYK",0.00588945112474559
"Rucaparib","EN","freq25",1,0,545,0,26.2068438741216,1,"",1
"Rucaparib","EN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"Rucaparib","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Rucaparib","EN","top50",50,1,545,1.60706347255494,2.38414447505357,0.468329529136406,"MN1",0.500432762988498
"GSK269962A","DSEN","freq25",5,1,545,19.7007789079056,26.2531374349556,0.0611881546420108,"CDH1",0.106676716974558
"GSK269962A","DSEN","freq50",1,1,545,Inf,236.300275482094,0.012548062533097,"CDH1",0.045551185907818
"GSK269962A","DSEN","freq75",1,1,545,Inf,236.300275482094,0.012548062533097,"CDH1",0.0898712586829923
"GSK269962A","DSEN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"APC;CDH1;CDKN1A;JUN;SYK;TP53",0.000135308025439973
"GSK269962A","EN","freq25",12,2,545,15.7906477266947,18.7841153020546,0.00954398664329954,"CDH1;PIK3CA",0.0137494409090203
"GSK269962A","EN","freq50",2,1,545,78.7240050418944,78.7649219467401,0.0249389564804046,"CDH1",0.0455780928779808
"GSK269962A","EN","freq75",1,1,545,Inf,236.300275482094,0.012548062533097,"CDH1",0.0386655415264037
"GSK269962A","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"CDH1;NOTCH1;PIK3CA",0.0377295095101168
"SB-505124","DSEN","freq25",31,2,545,5.4436064985188,6.68290895482825,0.0575384186056273,"ATM;SYK",0.1023334290637
"SB-505124","DSEN","freq50",8,2,545,26.3002826982032,30.3464015285542,0.00418572073447178,"ATM;SYK",0.0198074284756254
"SB-505124","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"SB-505124","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"ATM;MAP2K1;SMARCA4;SYK",0.00588945112474559
"SB-505124","EN","freq25",2,0,545,0,15.7237396883593,1,"",1
"SB-505124","EN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"SB-505124","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"SB-505124","EN","top50",50,1,545,1.60706347255494,2.38414447505357,0.468329529136406,"RSPO3",0.500432762988498
"Tamoxifen","DSEN","freq25",2,1,545,78.7240050418944,78.7649219467401,0.0249389564804046,"FLT4",0.0475454925705555
"Tamoxifen","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"Tamoxifen","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Tamoxifen","DSEN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"FLT4;LPP;NTRK3;PIK3CA;ZFHX3",0.000969918303690561
"Tamoxifen","EN","freq25",3,1,545,39.3956188016146,47.2578512396694,0.0371746468563612,"FLT4",0.0507798011182253
"Tamoxifen","EN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"Tamoxifen","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Tamoxifen","EN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"CDKN1B;FLT4;GATA3;NFE2L2;PIK3CA;RAD17",0.000164144162009147
"QL-XII-61","DSEN","freq25",18,0,545,0,2.12403696088389,1,"",1
"QL-XII-61","DSEN","freq50",3,0,545,0,11.230980751604,1,"",1
"QL-XII-61","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"QL-XII-61","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"CDKN1B;NCOR1;RB1;TP53",0.00588945112474559
"QL-XII-61","EN","freq25",63,2,545,2.58581990806635,3.20322959439346,0.187267152570394,"CTNNB1;ID3",0.235193343275614
"QL-XII-61","EN","freq50",15,1,545,5.62884862706095,8.14562553434027,0.172579742704677,"CTNNB1",0.25267199898751
"QL-XII-61","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"QL-XII-61","EN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"ID3;SMARCA4",0.156041294615249
"JQ1","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"JQ1","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"JQ1","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"JQ1","DSEN","top50",50,0,545,0,0.77753174034177,1,"",1
"JQ1","EN","freq25",113,9,545,6.90609607833886,7.2497670083877,1.35747079088497e-05,"BAX;CTNNB1;DDX3X;ID3;IKZF1;MAP2K1;MET;MSH2;POT1",2.90104644826223e-05
"JQ1","EN","freq50",33,1,545,2.46177412822041,3.6326764144946,0.340887173682231,"CTNNB1",0.488297843382655
"JQ1","EN","freq75",9,1,545,9.85201591376079,13.8974234321828,0.107436503186848,"CTNNB1",0.225957724956467
"JQ1","EN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"ACVR1;DDX3X;ID3;MSH2;POT1;TLX3",0.000164144162009147
"PFI-1","DSEN","freq25",29,3,545,9.12297147881719,10.4351795496044,0.00563349685381663,"CAMTA1;CDKN1A;CTNNB1",0.0123378236881108
"PFI-1","DSEN","freq50",7,0,545,0,5.24063550259701,1,"",1
"PFI-1","DSEN","freq75",3,0,545,0,11.230980751604,1,"",1
"PFI-1","DSEN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"AKT1;CAMTA1;CDKN1A;CTNNB1;MTOR",0.000969918303690561
"PFI-1","EN","freq25",30,4,545,12.1870650356332,13.4414362619558,0.000518669672019189,"ALK;CDKN1B;CTNNB1;MYC",0.000892515994058994
"PFI-1","EN","freq50",8,1,545,11.2564690647652,15.7507805325987,0.0960921210561774,"CTNNB1",0.151573881427899
"PFI-1","EN","freq75",3,0,545,0,11.230980751604,1,"",1
"PFI-1","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"CTNNB1;ID3;MYC",0.0377295095101168
"IOX2","DSEN","freq25",1,0,545,0,26.2068438741216,1,"",1
"IOX2","DSEN","freq50",1,0,545,0,26.2068438741216,1,"",1
"IOX2","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"IOX2","DSEN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"FGFR1;PTEN;TET1",0.0335160617475657
"IOX2","EN","freq25",3,0,545,0,11.230980751604,1,"",1
"IOX2","EN","freq50",1,0,545,0,26.2068438741216,1,"",1
"IOX2","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"IOX2","EN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"DDX3X;FBXO11;FGFR4;RAD17",0.00746615457546488
"UNC0638","DSEN","freq25",18,1,545,4.63596356183333,6.74876033057851,0.203349291465712,"AKT1",0.304449504171829
"UNC0638","DSEN","freq50",3,1,545,39.3956188016146,47.2578512396694,0.0371746468563612,"AKT1",0.105927757171352
"UNC0638","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"UNC0638","DSEN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"AKT1;ATM;TET1",0.0335160617475657
"UNC0638","EN","freq25",268,25,545,8.43592921904939,8.58012651711058,1.02929991212992e-14,"AKT1;APC;ATF1;ATM;BCL2;BRAF;CTNNB1;DDX3X;ETV5;EZH2;FBXW7;JAK1;KDR;MAP2K1;MYC;NF1;NOTCH1;PIK3CA;PIK3R1;SETD2;SUZ12;TET1;TLX3;VHL;WT1",1.13651865297679e-13
"UNC0638","EN","freq50",48,7,545,13.5938219246193,14.3798033359063,2.22348975049923e-06,"AKT1;ATF1;CTNNB1;KDR;PIK3CA;PIK3R1;TET1",1.09115700718944e-05
"UNC0638","EN","freq75",8,2,545,26.3002826982032,30.3464015285542,0.00418572073447178,"AKT1;KDR",0.0165554626064929
"UNC0638","EN","top50",50,7,545,12.9611199026426,13.7180226042967,2.9517514972776e-06,"ATF1;EZH2;FBXO11;MAP2K1;SETD2;VHL;WT1",2.05845828099622e-05
"YK-4-279","DSEN","freq25",52,4,545,6.59802435158461,7.34052031870234,0.00412440540114859,"BCOR;ERBB3;LRP1B;TP63",0.00972996486521948
"YK-4-279","DSEN","freq50",13,2,545,14.3582517822988,17.1503139874405,0.0111862229266031,"BCOR;ERBB3",0.0435933687580855
"YK-4-279","DSEN","freq75",3,0,545,0,11.230980751604,1,"",1
"YK-4-279","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"BCOR;ERBB3;LRP1B;TP63",0.00588945112474559
"YK-4-279","EN","freq25",399,23,545,4.98109660602872,5.07847398285645,2.00506346210229e-09,"ARID1B;BCOR;CDH1;ERBB3;ETV1;EZH2;KIT;LRP1B;MAP2K1;NOTCH1;P2RY8;PER1;RAP1GDS1;RB1;SETD1B;SETD2;SLC34A2;SRC;STIL;STK11;SYK;TP63;WT1",8.3022158977673e-09
"YK-4-279","EN","freq50",75,9,545,10.8914956693498,11.4026095060578,4.35006779231427e-07,"BCOR;CDH1;ERBB3;EZH2;P2RY8;PER1;RB1;SETD1B;TP63",2.56170658880729e-06
"YK-4-279","EN","freq75",18,1,545,4.63596356183333,6.74876033057851,0.203349291465712,"RB1",0.41451970952626
"YK-4-279","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"EZH2;RAP1GDS1;RB1",0.0377295095101168
"CHIR-99021","DSEN","freq25",55,7,545,11.6135191300123,12.3023576371938,5.681047144155e-06,"CCND1;CDH1;CDKN1A;MTOR;SMAD3;TP53;WWTR1",3.34550554044684e-05
"CHIR-99021","DSEN","freq50",8,1,545,11.2564690647652,15.7507805325987,0.0960921210561774,"CDH1",0.217644547691342
"CHIR-99021","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"CHIR-99021","DSEN","top50",50,7,545,12.9611199026426,13.7180226042967,2.9517514972776e-06,"BAP1;CDH1;CDKN1A;MTOR;SMAD3;TP53;WWTR1",1.73825365950792e-05
